Crop,Season,Region,Soil_Type,Irrigation_Type,Mechanization_Level,Labour_Availability,Gender_Split,Farm_Size_Acre,Task,Prev_Yield_q_per_acre,Weather_Index,Labour_Per_Acre_est,Labour_Required,Labour_Hours_est,Duration_Days_est,Wage_Per_Day_INR,Total_Labour_Cost_INR,Male_Workers_est,Female_Workers_est,Labour_Demand_Level
Rice,Zaid,Madhya_Pradesh,Loamy,Tube_Well,Medium,Medium,Mostly_Female,3.31,Land_Preparation,17.98,1.01,1.49,5,40.9,6,456,2280,1,4,Very_Low
Rice,Rabi,Haryana,Laterite,Tube_Well,Low,High,Mostly_Male,8.52,Weeding,26.5,1.1,1.44,12,105.1,24,738,8856,10,2,Very_Low
Soybean,Zaid,Tamil_Nadu,Sandy,Canal,Medium,Medium,Mostly_Female,1.38,Post_Harvest,20.94,1.01,0.6,1,7.5,3,557,557,0,1,Very_Low
Pulses,Rabi,Odisha,Red,Tube_Well,Medium,Low,Mostly_Male,3.6,Post_Harvest,20.03,0.89,0.64,2,13.1,10,438,876,2,0,Very_Low
Cotton,Zaid,West_Bengal,Loamy,Rainfed,Low,Low,Mostly_Male,1.39,Pest_Control,22.1,1.05,1.34,2,17.0,3,469,938,2,0,Very_Low
Cotton,Rabi,Bihar,Black,Drip,High,Medium,Mostly_Male,2.64,Threshing,26.45,1.02,1.45,4,31.2,7,342,1368,3,1,Very_Low
Soybean,Rabi,Madhya_Pradesh,Red,Sprinkler,High,Medium,Mostly_Male,5.51,Irrigation,15.01,1.13,0.37,2,16.1,3,506,1012,2,0,Very_Low
Soybean,Rabi,West_Bengal,Laterite,Drip,None,High,Mixed,0.71,Transplanting,10.37,0.85,2.99,2,13.9,5,426,852,1,1,Medium
Pulses,Zaid,Punjab,Sandy,Drip,Medium,Medium,Mixed,1.12,Weeding,18.16,0.91,0.69,1,7.8,3,672,672,1,0,Very_Low
Maize,Rabi,West_Bengal,Black,Canal,Medium,Medium,Mixed,0.57,Land_Preparation,21.07,0.88,0.96,1,7.8,1,486,486,0,1,Very_Low
Vegetables,Kharif,Madhya_Pradesh,Alluvial,Canal,None,Low,Mixed,1.16,Pest_Control,35.05,1.14,2.35,3,23.9,2,420,1260,1,2,Low
Rice,Rabi,Punjab,Alluvial,Rainfed,None,Medium,Mostly_Male,10.01,Sowing,18.3,0.96,2.96,30,225.3,47,723,21690,26,4,Medium
Vegetables,Kharif,Punjab,Sandy,Rainfed,None,Medium,Mixed,3.6,Harvesting,45.92,1.06,7.52,27,172.4,33,660,17820,14,13,High
Pulses,Rabi,Punjab,Red,Drip,None,Medium,Mixed,3.18,Transplanting,13.97,1.04,3.66,12,77.3,19,658,7896,5,7,Medium
Maize,Kharif,Karnataka,Red,Canal,Low,Medium,Mostly_Female,1.37,Pest_Control,24.79,1.11,1.06,1,7.4,2,530,530,0,1,Very_Low
Maize,Zaid,Madhya_Pradesh,Red,Canal,None,Medium,Mostly_Male,4.99,Threshing,27.06,0.95,2.09,10,83.9,24,435,4350,7,3,Low
Vegetables,Rabi,Uttar_Pradesh,Loamy,Tube_Well,Low,Medium,Mostly_Female,1.79,Transplanting,33.97,1.11,7.94,14,87.2,10,398,5572,4,10,High
Groundnut,Rabi,Tamil_Nadu,Sandy,Drip,Medium,Medium,Mostly_Male,1.88,Harvesting,26.05,0.98,2.81,5,41.5,11,506,2530,4,1,Medium
Sugarcane,Rabi,Madhya_Pradesh,Alluvial,Canal,High,Medium,Mixed,0.91,Transplanting,25.37,1.1,3.15,3,21.2,3,466,1398,2,1,Medium
Rice,Zaid,West_Bengal,Black,Rainfed,Low,Medium,Mostly_Male,1.31,Land_Preparation,24.17,0.97,1.93,3,26.8,2,445,1335,3,0,Low
Maize,Zaid,Maharashtra,Red,Canal,High,Low,Mostly_Female,0.65,Sowing,22.22,1.0,0.89,1,7.2,2,485,485,0,1,Very_Low
Vegetables,Rabi,Madhya_Pradesh,Red,Tube_Well,Low,Medium,Mixed,0.64,Irrigation,36.06,0.93,1.04,1,7.6,1,503,503,1,0,Very_Low
Groundnut,Zaid,Odisha,Black,Drip,Medium,Medium,Mostly_Male,1.55,Fertilizer_Application,27.55,0.92,0.76,1,6.4,2,410,410,1,0,Very_Low
Mustard,Zaid,West_Bengal,Sandy,Sprinkler,Medium,High,Mostly_Female,3.83,Threshing,16.61,1.08,1.8,7,58.1,13,419,2933,2,5,Low
Groundnut,Zaid,Madhya_Pradesh,Laterite,Rainfed,Low,Medium,Mostly_Male,2.87,Irrigation,28.79,0.96,0.71,2,12.5,3,472,944,2,0,Very_Low
Vegetables,Zaid,Uttar_Pradesh,Black,Tube_Well,None,Low,Mostly_Female,3.45,Weeding,31.24,1.03,2.09,7,46.9,11,388,2716,2,5,Low
Mustard,Rabi,Punjab,Laterite,Canal,High,Medium,Mostly_Male,7.26,Threshing,21.11,1.11,1.19,9,73.2,20,667,6003,7,2,Very_Low
Wheat,Kharif,Punjab,Black,Canal,None,Low,Mostly_Male,3.32,Threshing,17.14,0.97,2.75,9,57.1,15,718,6462,8,1,Medium
Mustard,Zaid,Karnataka,Loamy,Drip,None,Medium,Mixed,0.58,Weeding,10.67,0.96,1.13,1,6.9,2,460,460,1,0,Very_Low
Pulses,Zaid,Maharashtra,Loamy,Rainfed,Medium,High,Mixed,0.77,Irrigation,21.45,0.98,0.47,1,8.6,1,474,474,0,1,Very_Low
Soybean,Rabi,Haryana,Alluvial,Rainfed,None,High,Mostly_Male,1.17,Harvesting,5.21,1.1,2.7,3,19.6,9,717,2151,3,0,Medium
Soybean,Rabi,Karnataka,Alluvial,Tube_Well,None,Medium,Mixed,7.73,Pest_Control,14.34,1.14,1.08,8,58.1,13,433,3464,4,4,Very_Low
Pulses,Rabi,Haryana,Loamy,Rainfed,Medium,High,Mostly_Male,2.09,Irrigation,12.88,0.85,0.39,1,7.0,2,717,717,1,0,Very_Low
Maize,Zaid,Karnataka,Alluvial,Sprinkler,Medium,Medium,Mostly_Female,1.02,Weeding,26.09,0.98,0.79,1,6.9,2,496,496,0,1,Very_Low
Soybean,Rabi,Madhya_Pradesh,Laterite,Sprinkler,Low,Low,Mostly_Male,4.27,Threshing,22.1,0.98,2.22,9,78.2,16,458,4122,9,0,Low
Groundnut,Zaid,Haryana,Red,Rainfed,Low,Medium,Mostly_Male,2.65,Fertilizer_Application,18.69,0.99,0.92,2,14.7,5,697,1394,2,0,Very_Low
Wheat,Kharif,Madhya_Pradesh,Laterite,Tube_Well,Low,High,Mostly_Female,2.99,Post_Harvest,14.01,1.02,0.96,3,21.4,8,413,1239,1,2,Very_Low
Soybean,Rabi,Madhya_Pradesh,Alluvial,Drip,Low,Medium,Mostly_Male,3.89,Harvesting,15.7,1.0,2.28,9,56.4,31,459,4131,7,2,Low
Sugarcane,Kharif,Haryana,Sandy,Sprinkler,None,Low,Mostly_Female,7.97,Post_Harvest,26.32,0.97,1.68,13,88.4,21,683,8879,2,11,Low
Mustard,Zaid,Haryana,Laterite,Rainfed,Medium,High,Mixed,5.93,Fertilizer_Application,26.3,0.93,0.49,3,25.4,9,632,1896,2,1,Very_Low
Wheat,Rabi,West_Bengal,Sandy,Canal,None,Medium,Mostly_Male,2.66,Fertilizer_Application,11.4,1.0,0.89,2,15.4,6,392,784,2,0,Very_Low
Cotton,Zaid,Bihar,Laterite,Tube_Well,High,Medium,Mostly_Male,0.66,Transplanting,39.01,0.93,2.35,2,18.0,3,429,858,2,0,Low
Maize,Kharif,Punjab,Alluvial,Drip,Low,High,Mostly_Female,1.55,Transplanting,21.92,0.9,2.84,4,29.4,8,803,3212,0,4,Medium
Mustard,Rabi,Punjab,Laterite,Rainfed,None,Medium,Mostly_Female,5.55,Land_Preparation,21.84,0.88,1.33,7,62.5,12,777,5439,2,5,Very_Low
Rice,Zaid,Haryana,Red,Canal,Low,Medium,Mostly_Male,1.13,Fertilizer_Application,26.53,0.92,1.12,1,8.4,2,677,677,1,0,Very_Low
Wheat,Rabi,Haryana,Laterite,Sprinkler,Low,Low,Mixed,1.92,Irrigation,12.06,1.12,0.97,2,15.9,2,678,1356,1,1,Very_Low
Pulses,Zaid,Uttar_Pradesh,Black,Canal,Medium,Medium,Mixed,3.01,Post_Harvest,21.96,1.02,0.56,2,17.1,7,440,880,1,1,Very_Low
Groundnut,Kharif,West_Bengal,Loamy,Rainfed,High,High,Mostly_Female,3.35,Transplanting,24.17,1.14,1.96,7,48.5,16,409,2863,2,5,Low
Rice,Kharif,Uttar_Pradesh,Red,Rainfed,None,High,Mostly_Female,1.92,Post_Harvest,21.22,0.97,1.31,3,18.6,7,400,1200,1,2,Very_Low
Pulses,Rabi,Uttar_Pradesh,Sandy,Canal,Low,High,Mixed,1.42,Threshing,23.41,0.87,1.85,3,26.8,5,456,1368,1,2,Low
Soybean,Zaid,Maharashtra,Loamy,Tube_Well,High,High,Mostly_Female,1.74,Weeding,22.98,1.01,0.43,1,7.0,3,565,565,0,1,Very_Low
Maize,Rabi,Madhya_Pradesh,Sandy,Rainfed,Low,Low,Mixed,5.58,Irrigation,25.44,1.06,0.89,5,36.7,5,414,2070,3,2,Very_Low
Sugarcane,Kharif,Odisha,Black,Rainfed,Medium,Medium,Mixed,4.46,Fertilizer_Application,36.62,0.88,1.07,5,40.5,8,426,2130,3,2,Very_Low
Cotton,Kharif,Haryana,Alluvial,Drip,Medium,High,Mostly_Male,1.96,Post_Harvest,27.32,1.15,0.98,2,14.0,4,738,1476,2,0,Very_Low
Wheat,Zaid,Madhya_Pradesh,Black,Rainfed,Low,Medium,Mostly_Male,1.35,Fertilizer_Application,22.7,1.1,1.1,1,8.1,2,424,424,1,0,Very_Low
Rice,Zaid,Madhya_Pradesh,Black,Drip,High,High,Mostly_Female,1.32,Fertilizer_Application,31.29,1.11,0.43,1,6.5,2,496,496,0,1,Very_Low
Rice,Rabi,Haryana,Red,Canal,High,High,Mixed,3.48,Post_Harvest,30.69,0.93,0.45,2,15.7,6,630,1260,1,1,Very_Low
Groundnut,Kharif,Karnataka,Loamy,Canal,Medium,Medium,Mostly_Female,6.38,Land_Preparation,12.04,1.13,1.59,10,77.7,10,435,4350,1,9,Low
Rice,Kharif,Punjab,Laterite,Tube_Well,High,Medium,Mixed,1.53,Land_Preparation,25.63,0.91,0.83,1,6.4,2,652,652,0,1,Very_Low
Cotton,Rabi,Punjab,Sandy,Sprinkler,Medium,High,Mostly_Male,5.63,Sowing,26.44,1.01,2.08,12,104.8,21,803,9636,10,2,Low
Soybean,Zaid,Madhya_Pradesh,Sandy,Tube_Well,Low,High,Mixed,0.55,Post_Harvest,25.22,0.95,0.6,1,7.2,1,450,450,0,1,Very_Low
Soybean,Kharif,Punjab,Laterite,Sprinkler,Low,High,Mostly_Female,6.48,Land_Preparation,17.7,0.87,0.97,6,43.9,11,766,4596,2,4,Very_Low
Groundnut,Zaid,Uttar_Pradesh,Loamy,Canal,Medium,High,Mostly_Female,1.04,Weeding,26.27,1.02,0.82,1,7.7,3,417,417,0,1,Very_Low
Wheat,Rabi,Karnataka,Laterite,Drip,Medium,High,Mixed,2.94,Fertilizer_Application,20.97,0.85,0.48,1,7.0,4,491,491,1,0,Very_Low
Pulses,Rabi,Madhya_Pradesh,Laterite,Canal,Low,Medium,Mixed,7.32,Transplanting,24.6,1.02,3.43,25,199.6,48,492,12300,11,14,Medium
Cotton,Rabi,Bihar,Alluvial,Rainfed,None,High,Mostly_Female,0.61,Land_Preparation,39.1,1.04,2.45,1,8.5,1,365,365,0,1,Low
Mustard,Zaid,West_Bengal,Sandy,Tube_Well,Low,Low,Mostly_Male,4.47,Sowing,19.2,0.97,1.79,8,67.1,17,387,3096,8,0,Low
Pulses,Rabi,Bihar,Sandy,Sprinkler,Medium,Medium,Mixed,0.9,Post_Harvest,19.22,1.11,0.64,1,7.8,2,382,382,0,1,Very_Low
Wheat,Kharif,Maharashtra,Laterite,Canal,Medium,High,Mostly_Male,1.51,Harvesting,26.93,0.96,1.92,3,18.7,10,507,1521,2,1,Low
Soybean,Kharif,Punjab,Laterite,Rainfed,None,Medium,Mostly_Male,1.42,Weeding,12.41,1.06,1.27,2,13.1,4,797,1594,1,1,Very_Low
Soybean,Zaid,Madhya_Pradesh,Alluvial,Tube_Well,High,Medium,Mostly_Male,4.6,Threshing,12.94,1.02,0.87,4,24.1,12,415,1660,3,1,Very_Low
Rice,Zaid,West_Bengal,Black,Sprinkler,Low,Medium,Mostly_Male,2.73,Post_Harvest,22.75,1.11,1.26,3,22.2,9,405,1215,3,0,Very_Low
Vegetables,Zaid,Tamil_Nadu,Alluvial,Rainfed,Medium,High,Mostly_Male,2.46,Harvesting,39.86,1.01,3.71,9,70.3,14,539,4851,7,2,Medium
Sugarcane,Zaid,Odisha,Laterite,Canal,Medium,Medium,Mixed,2.2,Land_Preparation,32.35,1.05,1.92,4,25.7,4,407,1628,2,2,Low
Sugarcane,Zaid,Maharashtra,Sandy,Tube_Well,Low,Medium,Mostly_Male,1.18,Transplanting,28.8,1.05,5.41,6,40.5,7,510,3060,5,1,High
Cotton,Zaid,Madhya_Pradesh,Loamy,Sprinkler,Medium,Low,Mixed,1.23,Post_Harvest,36.25,1.03,1.03,1,6.0,3,475,475,0,1,Very_Low
Wheat,Zaid,Maharashtra,Alluvial,Tube_Well,High,Medium,Mostly_Male,1.31,Transplanting,12.42,0.89,1.33,2,14.2,7,536,1072,1,1,Very_Low
Pulses,Zaid,Maharashtra,Alluvial,Canal,Low,Medium,Mostly_Male,3.14,Pest_Control,14.57,0.93,0.65,2,16.1,6,493,986,2,0,Very_Low
Cotton,Rabi,Karnataka,Laterite,Tube_Well,Low,Medium,Mostly_Female,3.56,Threshing,29.24,0.92,3.35,12,96.6,14,550,6600,0,12,Medium
Rice,Rabi,Uttar_Pradesh,Laterite,Sprinkler,None,High,Mostly_Female,1.17,Threshing,35.07,0.92,3.05,4,24.4,4,479,1916,1,3,Medium
Maize,Kharif,Odisha,Laterite,Drip,None,Medium,Mostly_Male,1.31,Sowing,16.71,0.98,1.76,2,12.3,5,448,896,2,0,Low
Vegetables,Rabi,Karnataka,Alluvial,Drip,Low,Medium,Mostly_Male,0.62,Sowing,38.71,1.02,3.61,2,14.2,2,501,1002,2,0,Medium
Maize,Rabi,Punjab,Laterite,Drip,Low,Low,Mixed,4.08,Post_Harvest,19.23,1.08,1.14,5,38.5,10,682,3410,3,2,Very_Low
Sugarcane,Rabi,Maharashtra,Black,Canal,Low,Medium,Mostly_Male,2.73,Sowing,26.07,0.94,2.42,7,46.5,10,467,3269,7,0,Low
Pulses,Zaid,Tamil_Nadu,Loamy,Tube_Well,Low,Low,Mostly_Female,1.58,Threshing,20.6,1.11,2.44,4,35.5,6,532,2128,1,3,Low
Soybean,Kharif,Odisha,Laterite,Canal,Medium,Medium,Mostly_Female,3.28,Sowing,16.53,1.05,1.42,5,35.7,9,415,2075,1,4,Very_Low
Sugarcane,Zaid,Uttar_Pradesh,Laterite,Canal,High,Medium,Mixed,1.15,Threshing,29.36,0.92,1.29,1,8.8,4,381,381,1,0,Very_Low
Rice,Kharif,Bihar,Loamy,Sprinkler,Low,Low,Mostly_Female,1.63,Irrigation,19.36,0.96,1.03,2,16.4,2,395,790,0,2,Very_Low
Pulses,Rabi,West_Bengal,Sandy,Tube_Well,Medium,High,Mostly_Female,7.56,Fertilizer_Application,18.39,1.13,0.64,5,33.6,11,437,2185,1,4,Very_Low
Vegetables,Rabi,Odisha,Sandy,Drip,High,Low,Mostly_Male,0.74,Irrigation,43.57,0.89,0.53,1,6.9,1,429,429,1,0,Very_Low
Pulses,Zaid,Uttar_Pradesh,Sandy,Rainfed,Medium,Low,Mixed,2.94,Post_Harvest,14.93,0.89,0.69,2,14.2,7,409,818,1,1,Very_Low
Rice,Kharif,Punjab,Laterite,Tube_Well,None,Medium,Mostly_Female,2.65,Post_Harvest,20.46,1.15,1.46,4,28.6,9,680,2720,1,3,Very_Low
Maize,Zaid,Tamil_Nadu,Sandy,Canal,Low,High,Mixed,1.11,Sowing,11.69,0.94,1.44,2,13.9,4,475,950,1,1,Very_Low
Cotton,Zaid,Karnataka,Black,Rainfed,High,Medium,Mostly_Male,0.96,Land_Preparation,21.26,1.01,0.95,1,6.4,2,530,530,1,0,Very_Low
Sugarcane,Kharif,Haryana,Red,Sprinkler,Low,High,Mostly_Female,2.02,Irrigation,31.36,0.95,0.94,2,16.9,2,705,1410,0,2,Very_Low
Mustard,Rabi,Uttar_Pradesh,Red,Drip,None,Medium,Mostly_Female,2.64,Transplanting,19.44,1.11,4.77,13,104.4,20,421,5473,1,12,High
Sugarcane,Kharif,Karnataka,Laterite,Drip,None,Medium,Mostly_Female,0.66,Fertilizer_Application,33.98,0.97,1.48,1,6.0,1,439,439,0,1,Very_Low
Pulses,Kharif,Karnataka,Sandy,Rainfed,None,High,Mixed,0.66,Threshing,17.58,1.05,2.1,1,6.1,2,534,534,0,1,Low
Sugarcane,Kharif,Uttar_Pradesh,Black,Tube_Well,Low,High,Mostly_Male,0.69,Sowing,32.93,0.98,2.75,2,13.4,3,461,922,2,0,Medium
Cotton,Rabi,Tamil_Nadu,Loamy,Rainfed,Low,Low,Mostly_Male,2.33,Weeding,37.49,0.89,1.59,4,28.2,7,535,2140,3,1,Low
Wheat,Zaid,Madhya_Pradesh,Sandy,Drip,Medium,Medium,Mostly_Female,1.12,Fertilizer_Application,26.24,1.14,0.76,1,8.7,2,428,428,0,1,Very_Low
Sugarcane,Kharif,Karnataka,Black,Sprinkler,None,Medium,Mostly_Female,0.53,Transplanting,37.95,0.85,5.48,3,22.3,4,539,1617,1,2,High
Pulses,Kharif,Madhya_Pradesh,Black,Drip,Low,Medium,Mostly_Male,2.38,Harvesting,23.07,0.97,2.78,7,53.6,17,462,3234,6,1,Medium
Groundnut,Kharif,Tamil_Nadu,Black,Canal,Low,Low,Mixed,1.25,Sowing,27.28,0.9,1.98,2,15.9,5,595,1190,1,1,Low
Mustard,Zaid,Tamil_Nadu,Loamy,Canal,Medium,High,Mixed,4.52,Pest_Control,11.32,1.13,0.69,3,22.8,7,520,1560,1,2,Very_Low
Groundnut,Rabi,Madhya_Pradesh,Black,Canal,High,High,Mostly_Female,6.36,Transplanting,22.93,0.89,1.38,9,73.2,24,416,3744,2,7,Very_Low
Maize,Kharif,Bihar,Sandy,Sprinkler,None,High,Mostly_Female,2.27,Transplanting,21.38,0.9,4.06,9,64.9,15,420,3780,2,7,High
Pulses,Kharif,Bihar,Loamy,Rainfed,High,Low,Mostly_Female,2.92,Harvesting,13.68,1.11,1.33,4,34.3,13,347,1388,0,4,Very_Low
Groundnut,Rabi,Haryana,Black,Rainfed,Low,Medium,Mostly_Female,1.05,Irrigation,32.48,1.08,1.02,1,7.0,1,692,692,0,1,Very_Low
Vegetables,Kharif,West_Bengal,Loamy,Rainfed,Low,Medium,Mixed,2.25,Weeding,34.36,1.02,2.31,5,39.9,6,420,2100,2,3,Low
Groundnut,Kharif,Bihar,Red,Tube_Well,Medium,High,Mostly_Female,6.82,Sowing,15.88,0.96,1.49,10,81.6,18,395,3950,3,7,Very_Low
Pulses,Rabi,West_Bengal,Red,Rainfed,Medium,Medium,Mostly_Female,1.52,Pest_Control,16.07,1.03,0.62,1,7.0,2,425,425,0,1,Very_Low
Groundnut,Kharif,Madhya_Pradesh,Alluvial,Tube_Well,None,High,Mostly_Female,2.73,Land_Preparation,26.1,0.87,1.64,4,30.0,5,479,1916,0,4,Low
Rice,Kharif,Odisha,Black,Drip,High,Medium,Mixed,8.05,Threshing,21.68,1.02,1.37,11,67.2,25,407,4477,5,6,Very_Low
Vegetables,Rabi,Karnataka,Black,Rainfed,Medium,High,Mostly_Male,3.26,Transplanting,35.3,0.98,4.47,15,124.4,18,472,7080,13,2,High
Mustard,Zaid,Odisha,Laterite,Sprinkler,Low,Low,Mostly_Female,5.42,Weeding,10.97,1.13,1.28,7,60.9,16,390,2730,0,7,Very_Low
Rice,Zaid,West_Bengal,Red,Tube_Well,None,High,Mostly_Female,1.64,Post_Harvest,23.8,1.04,1.05,2,12.7,4,400,800,0,2,Very_Low
Wheat,Rabi,Karnataka,Laterite,Tube_Well,High,Medium,Mixed,3.07,Irrigation,20.08,0.99,0.34,1,6.0,2,499,499,0,1,Very_Low
Maize,Zaid,West_Bengal,Laterite,Drip,Low,Medium,Mixed,2.4,Irrigation,19.57,1.12,0.67,2,16.9,2,424,848,1,1,Very_Low
Wheat,Rabi,Bihar,Alluvial,Rainfed,Low,Medium,Mostly_Female,2.53,Weeding,24.04,0.99,0.96,2,16.4,8,395,790,0,2,Very_Low
Groundnut,Rabi,Haryana,Alluvial,Sprinkler,Medium,Low,Mostly_Female,1.29,Pest_Control,19.13,0.92,0.78,1,8.1,2,701,701,0,1,Very_Low
Pulses,Kharif,Madhya_Pradesh,Sandy,Canal,Low,Medium,Mixed,0.94,Irrigation,19.8,0.92,0.57,1,6.9,1,464,464,1,0,Very_Low
Soybean,Rabi,Odisha,Laterite,Tube_Well,High,Medium,Mixed,0.53,Weeding,20.84,0.94,0.39,1,6.8,1,452,452,1,0,Very_Low
Maize,Zaid,Uttar_Pradesh,Alluvial,Tube_Well,Medium,Medium,Mostly_Female,1.07,Post_Harvest,16.51,0.92,0.63,1,8.5,3,405,405,0,1,Very_Low
Maize,Kharif,Odisha,Red,Drip,Low,Medium,Mostly_Female,1.07,Threshing,15.65,0.9,1.95,2,15.6,4,372,744,0,2,Low
Cotton,Zaid,Tamil_Nadu,Loamy,Sprinkler,Medium,High,Mostly_Male,0.63,Weeding,38.53,0.9,1.11,1,9.0,2,525,525,1,0,Very_Low
Sugarcane,Kharif,Karnataka,Alluvial,Drip,Low,High,Mostly_Female,2.37,Fertilizer_Application,30.5,0.91,1.29,3,25.1,4,488,1464,1,2,Very_Low
Sugarcane,Kharif,Maharashtra,Alluvial,Rainfed,Low,Medium,Mixed,2.73,Pest_Control,34.04,1.13,1.59,4,31.3,5,552,2208,2,2,Low
Pulses,Kharif,Madhya_Pradesh,Alluvial,Canal,Medium,Medium,Mixed,3.96,Fertilizer_Application,20.26,1.01,0.69,3,19.7,7,475,1425,2,1,Very_Low
Wheat,Zaid,West_Bengal,Alluvial,Sprinkler,Medium,High,Mixed,5.9,Fertilizer_Application,13.0,1.02,0.55,3,24.3,9,410,1230,1,2,Very_Low
Mustard,Zaid,Bihar,Alluvial,Canal,Low,Low,Mixed,2.42,Transplanting,20.03,1.13,4.33,10,61.0,14,371,3710,5,5,High
Maize,Rabi,Maharashtra,Loamy,Rainfed,None,Low,Mixed,3.22,Post_Harvest,20.77,0.97,1.19,4,32.1,10,547,2188,2,2,Very_Low
Wheat,Kharif,Tamil_Nadu,Loamy,Tube_Well,Medium,High,Mostly_Female,0.64,Irrigation,28.56,0.96,0.52,1,6.2,1,552,552,0,1,Very_Low
Groundnut,Rabi,Uttar_Pradesh,Alluvial,Drip,Low,High,Mixed,1.43,Weeding,24.77,1.1,1.11,2,13.4,4,465,930,1,1,Very_Low
Sugarcane,Kharif,Tamil_Nadu,Sandy,Tube_Well,Low,Medium,Mixed,2.05,Fertilizer_Application,35.83,1.07,1.83,4,33.1,3,485,1940,2,2,Low
Soybean,Kharif,Punjab,Black,Rainfed,None,Medium,Mostly_Male,1.94,Weeding,22.05,0.91,0.92,2,12.1,5,701,1402,2,0,Very_Low
Rice,Zaid,West_Bengal,Laterite,Tube_Well,High,Low,Mixed,2.7,Transplanting,24.65,1.08,2.42,7,49.3,14,413,2891,4,3,Low
Sugarcane,Rabi,Bihar,Black,Rainfed,None,High,Mostly_Male,3.6,Post_Harvest,42.71,1.02,1.42,5,37.3,10,362,1810,5,0,Very_Low
Sugarcane,Kharif,Madhya_Pradesh,Sandy,Tube_Well,Low,High,Mostly_Female,1.07,Land_Preparation,28.25,0.88,2.01,2,17.7,2,419,838,0,2,Low
Pulses,Kharif,Karnataka,Loamy,Drip,High,Medium,Mostly_Female,2.94,Harvesting,9.92,1.07,1.38,4,34.0,16,508,2032,1,3,Very_Low
Maize,Rabi,Haryana,Sandy,Sprinkler,High,Low,Mixed,4.14,Land_Preparation,9.82,0.97,0.7,3,20.0,6,656,1968,2,1,Very_Low
Groundnut,Zaid,Madhya_Pradesh,Red,Sprinkler,High,Low,Mostly_Male,6.01,Fertilizer_Application,21.6,1.03,0.56,3,23.3,9,448,1344,3,0,Very_Low
Maize,Zaid,Uttar_Pradesh,Sandy,Canal,High,Medium,Mostly_Female,0.54,Weeding,11.13,0.99,0.51,1,6.2,1,391,391,0,1,Very_Low
Wheat,Kharif,Tamil_Nadu,Laterite,Sprinkler,None,Medium,Mostly_Female,1.22,Threshing,16.55,0.97,2.87,3,23.5,5,583,1749,1,2,Medium
Groundnut,Kharif,Karnataka,Red,Rainfed,Medium,High,Mostly_Female,1.85,Transplanting,24.02,0.96,3.25,6,47.1,9,474,2844,1,5,Medium
Rice,Rabi,Haryana,Black,Canal,None,Medium,Mixed,8.86,Irrigation,27.26,0.92,0.97,9,58.9,7,724,6516,4,5,Very_Low
Rice,Rabi,Madhya_Pradesh,Laterite,Tube_Well,Medium,Medium,Mostly_Female,1.55,Pest_Control,24.12,1.1,0.91,1,6.6,3,482,482,0,1,Very_Low
Cotton,Rabi,Uttar_Pradesh,Red,Drip,High,High,Mixed,2.63,Threshing,26.5,1.1,1.48,4,31.2,8,379,1516,2,2,Very_Low
Sugarcane,Kharif,Bihar,Sandy,Drip,Medium,Medium,Mostly_Male,0.85,Post_Harvest,29.54,1.08,1.26,1,8.4,2,366,366,1,0,Very_Low
Sugarcane,Rabi,West_Bengal,Loamy,Canal,None,High,Mostly_Female,0.65,Fertilizer_Application,34.71,0.97,1.3,1,7.4,1,421,421,0,1,Very_Low
Pulses,Zaid,Madhya_Pradesh,Alluvial,Drip,None,Medium,Mostly_Female,4.77,Sowing,12.81,0.89,1.57,7,42.6,18,486,3402,0,7,Low
Soybean,Rabi,Haryana,Alluvial,Tube_Well,High,High,Mixed,6.05,Weeding,14.53,0.86,0.34,2,13.9,13,679,1358,1,1,Very_Low
Cotton,Rabi,Madhya_Pradesh,Loamy,Drip,None,Medium,Mixed,1.18,Transplanting,31.65,0.86,4.97,6,42.0,7,462,2772,3,3,High
Mustard,Rabi,Haryana,Black,Canal,Medium,Low,Mostly_Female,2.11,Land_Preparation,19.5,0.86,0.96,2,17.1,3,724,1448,0,2,Very_Low
Rice,Kharif,Madhya_Pradesh,Alluvial,Canal,Medium,Medium,Mixed,2.03,Threshing,17.7,1.05,2.8,6,48.8,7,502,3012,3,3,Medium
Mustard,Rabi,West_Bengal,Red,Rainfed,None,Medium,Mostly_Female,1.38,Fertilizer_Application,24.24,0.93,0.93,1,7.2,3,467,467,0,1,Very_Low
Wheat,Kharif,West_Bengal,Black,Sprinkler,High,High,Mixed,3.61,Harvesting,17.67,1.04,1.17,4,34.0,19,470,1880,2,2,Very_Low
Vegetables,Rabi,West_Bengal,Loamy,Tube_Well,Medium,Low,Mixed,1.24,Transplanting,30.27,0.92,5.34,7,44.3,6,486,3402,4,3,High
Sugarcane,Kharif,Maharashtra,Black,Rainfed,Low,Low,Mixed,1.91,Transplanting,25.18,1.03,7.19,14,117.4,10,541,7574,8,6,High
Soybean,Zaid,Haryana,Alluvial,Drip,High,Medium,Mixed,9.5,Post_Harvest,23.32,1.03,0.4,4,27.3,20,600,2400,2,2,Very_Low
Cotton,Kharif,Tamil_Nadu,Alluvial,Rainfed,Low,Medium,Mixed,1.9,Land_Preparation,19.3,1.07,2.54,5,40.6,3,513,2565,2,3,Medium
Sugarcane,Zaid,Bihar,Black,Sprinkler,Low,High,Mostly_Male,0.93,Fertilizer_Application,34.09,1.04,1.21,1,6.5,2,392,392,1,0,Very_Low
